log_file,stage,training_mode,backbone,quantizer_mode,quantizer_mode_detail,quantizer_mode_source,quant_bits,quant_bits_detail,quant_bits_source,teacher_backend,teacher_proxy_ckpt,teacher_score_topk_ratio,run_id,started_at,epochs,batch_size,lr,roi_levels,bg_levels,max_train_frames,loss_recipe,loss_recipe_detail,loss_recipe_source,rate_loss_mode,rate_loss_mode_source,importance_loss_mode,importance_loss_mode_source,importance_pos_weight_mode,importance_pos_weight,importance_pos_weight_max,distill_logit_loss,distill_temperature,distill_feature_weight,distill_logit_weight,distill_align_mode,distill_align_hw,distill_feature_source,distill_teacher_score_min,distill_teacher_score_weight,importance_head_type,importance_head_type_source,importance_hidden_channels,imp_separation_margin,roi_target_mode,roi_target_mode_source,lambda_recon,lambda_rate,lambda_distill,lambda_distill_detail,lambda_importance,lambda_imp_separation,first_loss,final_loss,best_loss,rel_improve_pct,final_rate_proxy,final_eq_bits,final_code_entropy,final_imp_mean,save_dir
260219_darknet_stage3_headfrnet_j21840_r4.out,3,stage3 multiscale head ablation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21840_r4,2026-02-19 22:07:05 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,frnet,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,8.873,2.2176,2.2176,75.00732559450016,60.8244,4.9251,3.5924,0.1881,data/results/experiments/260219_darknet_stage3_headfrnet_lr1e-4_bs4_j21840_r4
260223_resnet_pilot_legacy_mean_resize_r0.out,2,distill,resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,local_s2fix_r0,2026-02-23 19:43:39 PST,1,1,0.0001,256,16,8,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,81.9734,81.9734,81.9734,0.0,134.9614,7.0452,3.4922,0.4957,data/results/experiments/260223_resnet_pilot_legacy_mean_resize_lr1e-4_bs1_local_s2fix_r0
260223_resnet_pilot_energy_pool_16x32_r1.out,2,distill,resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,local_s2fix_r1,2026-02-23 19:43:48 PST,1,1,0.0001,256,16,8,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,True,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,80.1464,80.1464,80.1464,0.0,146.1582,7.1644,3.7986,0.5423,data/results/experiments/260223_resnet_pilot_energy_pool_16x32_lr1e-4_bs1_local_s2fix_r1
260223_resnet_pilot_energy_pool_16x32_scoregate015_r2.out,2,distill,resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,local_s2fix_r2,2026-02-23 19:43:54 PST,1,1,0.0001,256,16,8,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,True,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,80.8066,80.8066,80.8066,0.0,151.7188,7.2141,3.8539,0.5655,data/results/experiments/260223_resnet_pilot_energy_pool_16x32_scoregate015_lr1e-4_bs1_local_s2fix_r2
260223_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr1em4_j22129_r0.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22129_r0,2026-02-23 21:23:13 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.2886,1.1292,1.1291,84.50731278983619,50.0323,4.7223,3.6385,0.1432,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr1em4_bs4_j22129_r0
260223_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr1em4_j22130_r1.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22130_r1,2026-02-23 21:23:14 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.6776,1.2803,1.2803,83.32421590080233,48.739,4.7148,3.4966,0.1378,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr1em4_bs4_j22130_r1
260223_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr5em5_j22133_r4.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22133_r4,2026-02-23 21:23:14 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.5543,1.3184,1.3184,86.20097757030865,48.8957,4.7199,3.5853,0.1384,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr5em5_bs4_j22133_r4
260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr1em4_j22135_r6.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22135_r6,2026-02-23 21:23:14 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.2413,0.8307,0.8297,88.52830292903208,51.1406,4.7231,3.7722,0.1476,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr1em4_bs4_j22135_r6
260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr5em5_j22138_r9.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22138_r9,2026-02-23 21:23:14 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.2181,0.9268,0.9256,89.94586736963149,51.4168,4.7316,3.8229,0.1488,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr5em5_bs4_j22138_r9
260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr1em4_j22136_r7.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22136_r7,2026-02-23 21:23:14 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.3285,0.8172,0.8172,88.84901412294467,51.0634,4.7214,3.8203,0.1473,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr1em4_bs4_j22136_r7
260223_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr5em5_j22132_r3.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22132_r3,2026-02-23 21:23:15 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.3165,1.1801,1.1801,87.33322599688724,50.1937,4.7272,3.6732,0.1438,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr5em5_bs4_j22132_r3
260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr5em5_j22139_r10.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22139_r10,2026-02-23 21:23:15 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.0927,0.9269,0.9269,89.80610819668526,51.2087,4.7259,3.8078,0.1479,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr5em5_bs4_j22139_r10
260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr5em5_j22127_r11.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22127_r11,2026-02-23 21:23:15 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.0675,0.931,0.931,89.73256134546457,51.2721,4.7279,3.7982,0.1482,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr5em5_bs4_j22127_r11
260223_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr1em4_j22131_r2.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22131_r2,2026-02-23 21:23:16 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.9709,1.5017,1.4993,81.16022030134616,46.6525,4.7055,3.313,0.1291,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr1em4_bs4_j22131_r2
260223_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr5em5_j22134_r5.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22134_r5,2026-02-23 21:23:16 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.7853,1.5556,1.5556,84.1026846392037,46.6746,4.7067,3.378,0.1292,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr5em5_bs4_j22134_r5
260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr1em4_j22137_r8.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22137_r8,2026-02-23 21:23:21 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.2703,0.8168,0.8168,88.76525040232178,51.049,4.7206,3.8067,0.1472,data/results/experiments/260223_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr1em4_bs4_j22137_r8
260224_darknet_lr1e-4_j22264_r0.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22264_r0,2026-02-24 22:57:12 PST,50,4,1e-4,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,area,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,23.7263,3.9234,3.9234,83.46391978521724,31.6314,4.429,3.1846,0.0666,data/results/experiments/260224_darknet_solo_lr1e-4_bs4_j22264_r0
260224_resnet_lr5e-5_j22258_r3.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22258_r3,2026-02-24 22:57:13 PST,50,4,5e-5,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,area,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,33.1122,2.8207,2.8207,91.4813875248398,27.2974,4.3401,2.7717,0.0486,data/results/experiments/260224_resnet_solo_lr5e-5_bs4_j22258_r3
260224_darknet_lr5e-5_j22266_r2.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22266_r2,2026-02-24 22:57:14 PST,50,4,5e-5,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,area,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,32.6757,4.5421,4.5421,86.0994561707936,31.6525,4.4297,3.155,0.0667,data/results/experiments/260224_darknet_solo_lr5e-5_bs4_j22266_r2
260224_resnet_lr1e-4_j22265_r1.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22265_r1,2026-02-24 22:57:14 PST,50,4,1e-4,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,area,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,21.9283,1.7924,1.7924,91.82608774962036,27.2195,4.3374,2.9381,0.0483,data/results/experiments/260224_resnet_solo_lr1e-4_bs4_j22265_r1
260224_darknet_uniform_q4_j22270_r0.out,0,uniform quantization baseline,darknet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,4,Uniform quantizer bit-depth (4 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22270_r0,2026-02-24 23:19:16 PST,50,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,23.5256,3.72,3.72,84.18743836501513,15.0,4.0,2.6591,nan,data/results/experiments/260224_darknet_uniform_q4_lr1e-4_bs4_j22270_r0
260224_darknet_lr1e-4_j22275_r0.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22275_r0,2026-02-24 23:19:19 PST,50,4,1e-4,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,24.7457,3.7305,3.7305,84.92465357617688,35.6344,4.4625,3.2531,0.0832,data/results/experiments/260224_darknet_solo_lr1e-4_bs4_j22275_r0
260224_darknet_uniform_q6_j22271_r1.out,0,uniform quantization baseline,darknet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,6,Uniform quantizer bit-depth (6 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22271_r1,2026-02-24 23:19:19 PST,50,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,24.3605,3.6452,3.6452,85.0364319287371,63.0,6.0,4.5259,nan,data/results/experiments/260224_darknet_uniform_q6_lr1e-4_bs4_j22271_r1
260224_resnet_lr5e-5_j22256_r3.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22256_r3,2026-02-24 23:19:19 PST,50,4,5e-5,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,32.195,2.7186,2.7186,91.55583165087748,29.4178,4.3681,2.8373,0.0573,data/results/experiments/260224_resnet_solo_lr5e-5_bs4_j22256_r3
260224_resnet_lr5e-5_j22257_r3.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22257_r3,2026-02-24 23:19:19 PST,50,4,5e-5,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,nearest,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,31.958,2.8207,2.8207,91.17372801802365,21.4851,4.2347,2.5552,0.0244,data/results/experiments/260224_resnet_solo_lr5e-5_bs4_j22257_r3
260224_resnet_uniform_q4_j22273_r3.out,0,uniform quantization baseline,resnet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,4,Uniform quantizer bit-depth (4 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22273_r3,2026-02-24 23:19:19 PST,50,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,22.9126,1.6998,1.6998,92.58137444026431,15.0,4.0,2.4196,nan,data/results/experiments/260224_resnet_uniform_q4_lr1e-4_bs4_j22273_r3
260224_resnet_uniform_q6_j22274_r4.out,0,uniform quantization baseline,resnet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,6,Uniform quantizer bit-depth (6 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22274_r4,2026-02-24 23:19:19 PST,50,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,21.8246,1.5658,1.5658,92.82552715742786,63.0,6.0,4.2688,nan,data/results/experiments/260224_resnet_uniform_q6_lr1e-4_bs4_j22274_r4
